;GO:0051491;GO:0051092;GO:0002479;GO:0002755;GO:2000510;GO:0019886;GO:0050830;GO:0042308;GO:0007263;GO:0002885;GO:2000525;GO:0001954;GO:0002922;GO:2000526;GO:0002408;GO:2000522;GO:0072610;GO:0010942;GO:2000121;GO:0031623;GO:0051897;GO:0071404;GO:0070508;GO:0045429;GO:0034695;GO:0043123;GO:0042953;GO:0002576;GO:0002456;GO:0019221;GO:0050852;GO:0050731;GO:0038124;GO:1904646;GO:0050862;GO:0002503;GO:2000547;GO:2000669;GO:0002506;GO:0010886;GO:0032496;GO:0038116;GO:0038115;GO:0055096;GO:0030194;GO:0002286;GO:0032760;GO:0051209;GO:0071731;GO:0019722;GO:0007186;GO:0031274;GO:0090023;GO:0043552;GO:0043277;GO:0043312;GO:0042102;GO:1900227;GO:0045860;GO:0044130;GO:0045065;GO:0010628;GO:0002606;GO:0071447;GO:0016045;GO:0030299;GO:0001916;GO:0010744;GO:0032755;GO:0071726;GO:0044539;GO:0019934;GO:0060100;GO:0090630;GO:0000122;GO:0060907;GO:0097022;GO:0097029;GO:0070543;GO:0050776;GO:2000334;GO:0140052;GO:0060333;GO:0050706;GO:0034121;GO:0007169;GO:0007204;GO:1990000;GO:0032735;GO:0045089;GO:0071222;GO:0071223;GO:0046330;GO:0045087;GO:0030838;GO:0070374;GO:0071345;GO:0050702
GO:0051491;1.0;0.30117059354920284;0.0;0.30066709392079094;0.3398787470901132;0.0;0.0;0.1974959010779176;0.393028357945126;0.2600173776691444;0.3781379534013246;0.37834887001569006;0.35241378905132864;0.32487024066481024;0.0;0.45277581549976453;0.0;0.5633406559804699;0.3371607530716928;0.0;0.42162729913988906;0.0;0.0;0.3578714356558903;0.0;0.42158100203705534;0.0;0.0;0.0;0.40364663459123823;0.3312952761427448;0.3138696947646427;0.30076798798932697;0.0;0.38673849165132307;0.0;0.7321479036672274;0.3294087537941331;0.0;0.35601450361293213;0.0;0.38167675176639376;0.38167675176639376;0.40669482079893454;0.2758244970220711;0.0;0.3552534917731654;0.17933379367000976;0.0;0.39272026031647583;0.4171460041867447;0.9101319975687341;0.3171119580883418;0.30942002643595234;0.0;0.0;0.3240431225809957;0.6938748786776293;0.27369566535142964;0.2796347932431562;0.0;0.3647355182517151;0.3786097968312611;0.0;0.0;0.0;0.24584494360467746;0.5004635239808978;0.3756822070654604;0.0;0.0;0.3820422580517424;0.5084202914598616;0.20198616645687115;0.2025957900723972;0.26997774294487303;0.0;0.0;0.0;0.3430783158937676;0.6010289016315565;0.0;0.39215761306630725;0.2947552519384105;0.34471032257402034;0.39163143974952347;0.15347934718340006;0.0;0.3759543803885612;0.324002123522612;0.0;0.0;0.2364540769615657;0.0;0.4532015471062121;0.25629213389413225;0.0;0.0
GO:0051092;0.30117059354920284;1.0;0.0;0.25214305745843113;0.2476926712982331;0.0;0.0;0.16495867025359476;0.30255694659003407;0.21522111537155;0.27074297653907187;0.2903979301325175;0.27487170677229594;0.5755147075980689;0.0;0.31346098983309373;0.0;0.3717906327226504;0.37293236401587215;0.0;0.2959819034971995;0.0;0.0;0.4631201094043773;0.0;0.2959555595790459;0.0;0.0;0.0;0.3088105167124015;0.27333455416536795;0.41985820135881097;0.2522140094100157;0.0;0.27581376799876145;0.0;0.2954430011939609;0.2633963875811582;0.0;0.2770572919426731;0.0;0.29578488609951437;0.29578488609951437;0.3105914724487688;0.22593859910397818;0.0;0.2765961855546504;0.15780310025613062;0.0;0.3023743329498403;0.31665015177755174;0.3012788141090511;0.23358155095276487;0.4047572063256301;0.0;0.0;0.23790953661316355;0.32593958917921423;0.43072495101907105;0.21858777776059363;0.0;0.45189492438283513;0.2905516221269009;0.0;0.0;0.0;0.20541929147705196;0.33930559945275723;0.2888243733638517;0.0;0.0;0.2960043493513927;0.29020379649424205;0.2557611757752395;0.6566213835733777;0.2220003951029627;0.0;0.0;0.0;0.2555247864091636;0.33183690687765677;0.0;0.30204067413916436;0.24076297903488736;0.2730894560556479;0.30172844580831143;0.1252036574383817;0.0;0.28898521528214915;0.2572752968378725;0.0;0.0;0.32830159083050553;0.0;0.22949255262645646;0.3524190229415345;0.0;0.0
GO:0002479;0.0;0.0;1.0;0.1398867837223659;0.0;0.7010706614092084;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21094649647573963;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2773681172620852;0.0;0.158684885855237;0.0;0.13994693846721065;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24609685626888084;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16285098359660832;0.0;0.0;0.0;0.0;0.22408239790165224;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25762833251060224;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3189161573889903;0.0;0.0;0.0;0.0
GO:0002755;0.30066709392079094;0.25214305745843113;0.1398867837223659;1.0;0.38428831952714393;0.13973324000021398;0.0;0.16472291943119;0.4378778212783691;0.538553649942341;0.34224791673342075;0.289812679206831;0.553869679252979;0.23810846228768964;0.1894849980457435;0.39615407315985884;0.13360035530365616;0.37102362330688715;0.35782802017596227;0.13723412119683556;0.3804800351627615;0.15579716670006763;0.0;0.2582630768916518;0.0;0.38044622611100687;0.0;0.15844697279880748;0.13522998279514992;0.4469099130115529;0.7411728400201442;0.23124954929198616;0.9698329498513634;0.13182982385749242;0.4997464265817184;0.1625671422371835;0.2948672203183596;0.2629386450479193;0.1629501363358708;0.2765245284512816;0.0;0.42809602849295125;0.42809602849295125;0.449482028270577;0.34442930795327537;0.20582282541904345;0.2760651922445156;0.1995700313421549;0.0;0.43761405943664305;0.45823172117915256;0.30077495287016076;0.3624237046889513;0.22845471855795774;0.0;0.16276944783291888;0.30079778927085293;0.32534994699852343;0.20557914620569212;0.21817401353882393;0.19586599047102887;0.2817572794937425;0.3864317263764676;0.14865574535364257;0.0;0.0;0.4141218825211866;0.33866665345731756;0.28824544143989517;0.13821673912698196;0.0;0.4284130423245702;0.28973626955172266;0.1553984815812757;0.1753351396995181;0.4474975875621022;0.21070286955277637;0.1639409260112816;0.0;0.42000367742927536;0.3312257545442858;0.15582789522305227;0.43713213069343954;0.24038046628524604;0.5332114852616673;0.4366811536973789;0.1893115037630822;0.1446618381922118;0.2884056390287651;0.7244022159458949;0.13165870866506146;0.13987384648339898;0.2570657462309618;0.14440197342427863;0.2804902807787311;0.2499816744175661;0.16227574964326086;0.13123949529459195
GO:2000510;0.3398787470901132;0.2476926712982331;0.0;0.38428831952714393;1.0;0.0;0.0;0.19721519208572974;0.2944229567273682;0.4242257912709195;0.37679282121439384;0.2825159472068478;0.45321434355744666;0.2703413601101853;0.0;0.43484555664372704;0.0;0.4173622996812772;0.3082805715242401;0.0;0.41738522006738094;0.0;0.0;0.29281080221146677;0.0;0.41734889644462364;0.0;0.0;0.0;0.3003415139202537;0.4159218173370141;0.26268019629324774;0.3843944012618879;0.0;0.46138155473184456;0.0;0.28768211356002465;0.25721020354485047;0.0;0.31728427555331545;0.0;0.28800626281981284;0.28800626281981284;0.3020258587563416;0.33662050458750975;0.0;0.2694363767995476;0.1815356890604591;0.0;0.29425002712489806;0.30775188841452905;0.33999811414772496;0.889302341831916;0.25955635589568216;0.0;0.0;0.3319186631806805;0.3671484074482307;0.2339417576364074;0.21300678892640254;0.0;0.2748557086086942;0.3766973678392954;0.0;0.0;0.0;0.34091594195119385;0.38182182940669096;0.28102643113092884;0.0;0.0;0.28821433079548975;0.3676481438283535;0.1515407156569334;0.17276930066467225;0.3678594551742235;0.0;0.0;0.0;0.35756592231258755;0.3736262002074068;0.0;0.2939340478121389;0.27491922851371187;0.356200387286742;0.2936383464766446;0.12249517071973069;0.0;0.2811787028922316;0.424900834027263;0.0;0.0;0.25754147188371895;0.0;0.2603895824669345;0.27618246674114394;0.0;0.0
GO:0019886;0.0;0.0;0.7010706614092084;0.13973324000021398;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2105975319791922;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27676510863264825;0.0;0.15848733188222766;0.0;0.13979326273407525;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24562203622531842;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1626429271302895;0.0;0.0;0.0;0.0;0.2236886598743073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.257108019248778;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3181192238819049;0.0;0.0;0.0;0.0
GO:0050830;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21240669200088858;0.0;0.0;0.20421659887801533;0.0;0.0;0.0;0.23738122537560896;0.0;0.0;0.0;0.0;0.16455544403165343;0.0;0.0;0.0;0.0;0.0;0.0;0.4589427400892013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3002751083068508;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27115553281981875;0.6492183710083429;0.0;0.0;0.0;0.0;0.3593946156396876;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2457409523537539;0.0;0.0;0.21247370768802912;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3344379032493771;0.3658885971216043;0.0;0.45728955104402325;0.0;0.0;0.22689530121580584;0.0
GO:0042308;0.1974959010779176;0.16495867025359476;0.0;0.16472291943119;0.19721519208572974;0.0;0.0;1.0;0.2369032611948741;0.17607209193373027;0.1771271354184595;0.23930450440937934;0.22616979184526817;0.15559650345752565;0.0;0.20575042434096208;0.0;0.24514046915536875;0.20944309049991638;0.0;0.1940157474034367;0.0;0.0;0.16904799871730772;0.0;0.1939980851350315;0.0;0.0;0.0;0.24193911300385637;0.1788582664864551;0.15102895699164248;0.16477016967931316;0.0;0.1805149865711439;0.0;0.23118161460571862;0.25503681009239465;0.0;0.2779934723000801;0.0;0.2314564165265512;0.2314564165265512;0.2433743360009627;0.18503078953411428;0.0;0.2276267002820445;0.17805516856668355;0.0;0.23675629388699168;0.24826038649098714;0.19756851632044248;0.1857785019938109;0.1491692802929783;0.0;0.0;0.1552545500442201;0.214147384438094;0.13398005343610792;0.27843568405890645;0.0;0.2324577875384013;0.2394347206804096;0.0;0.0;0.0;0.16789494569218222;0.22315946542430246;0.23797152404490984;0.0;0.0;0.23163282688240067;0.2721542170705937;0.160023882131049;0.1686085738535331;0.1817367141683442;0.0;0.0;0.0;0.26343905390136724;0.2181213772644453;0.0;0.23648777831150378;0.41968833738857003;0.2132516105463271;0.23623652408802412;0.1279792322856749;0.0;0.23810775667551762;0.21133138198343893;0.0;0.0;0.11763923503230775;0.0;0.14966515954827334;0.1264095918960291;0.0;0.0
GO:0007263;0.393028357945126;0.30255694659003407;0.0;0.4378778212783691;0.2944229567273682;0.0;0.0;0.2369032611948741;1.0;0.25277612601469557;0.33468234186538354;0.40727318960158854;0.3706401169223578;0.27909352826775213;0.23421568902158324;0.4184805586074073;0.20671272444129907;0.5572054357089394;0.4302334778576339;0.21554329900968652;0.3826235998054978;0.26516593419837503;0.0;0.3131408700960386;0.0;0.38257127240509725;0.0;0.2729346088208119;0.0;0.7899334791858118;0.4921972430508018;0.26801787287008194;0.4380532379644504;0.2025046390191976;0.34397453098311004;0.2853941495375773;0.5044631152089601;0.4176905079718133;0.28657662028382597;0.3756251497827829;0.0;0.7329946402756425;0.7329946402756425;0.7980049787470384;0.27165911250148533;0.2687800238960913;0.3745689049952403;0.25655665964015667;0.0;0.9239549602203839;0.8260066847599151;0.3932474742983277;0.27126837300542017;0.2635756547708879;0.0;0.18501880891719172;0.27825609497995946;0.44554960260534887;0.22867921583115072;0.36578733328315066;0.24726610111294048;0.38783225484709716;0.4076505019825565;0.2451236870506073;0.0;0.0;0.2362567408033449;0.4760179864162395;0.40342728088781565;0.217977226208109;0.0;0.8906749012790105;0.3712648822490986;0.2695487108757188;0.23286618257512115;0.26461722242204244;0.279874568647278;0.2896552791209602;0.0;0.4825038286014462;0.4587981036133458;0.26525496046667946;0.7598900883841458;0.3635014942652132;0.4426028979100977;0.758528330818848;0.28712072743450223;0.23445039162591705;0.4038189637597842;0.3323934453329286;0.2021011524586488;0.22212740444181558;0.1936958582585177;0.0;0.3351806987200548;0.21215873129911797;0.28449730876819035;0.20111502220166316
GO:0002885;0.2600173776691444;0.21522111537155;0.0;0.538553649942341;0.4242257912709195;0.0;0.0;0.17607209193373027;0.25277612601469557;1.0;0.30902114523888247;0.3187893143205177;0.6060144151152121;0.20248087966531364;0.0;0.36183866016641064;0.0;0.327103955214134;0.31953482363738717;0.0;0.34697336866951556;0.0;0.0;0.22080673266748466;0.0;0.34694006957570056;0.0;0.0;0.0;0.2585175808809696;0.47293568260852975;0.19628917188112552;0.5387151874018609;0.0;0.47753650854508845;0.0;0.24627260051687797;0.21733800587507132;0.0;0.30278449092924875;0.0;0.2465844744460076;0.2465844744460076;0.26015690170597533;0.4101102589298432;0.0;0.30223385809029596;0.12600820963742274;0.0;0.25260881184734296;0.2657477892351683;0.2601182640077087;0.3985890783545934;0.19377268938406061;0.0;0.0;0.2692238532401739;0.2832595183544188;0.1733151922063888;0.2385388939636163;0.0;0.3090695758423368;0.4250911705350929;0.0;0.0;0.0;0.4425963726331398;0.2959295292124607;0.31689403649612824;0.0;0.0;0.24678470885912315;0.2498237048020834;0.17069088078511555;0.1409339507447602;0.48093204996765676;0.0;0.0;0.0;0.4665504463280299;0.2888386035663643;0.0;0.25230315760358024;0.19725279949939303;0.46514195996720104;0.2520171941829072;0.13471198812262503;0.0;0.3170876712031433;0.6999802479054796;0.0;0.0;0.2313098813972647;0.0;0.19444345206991578;0.22187650090312974;0.0;0.0
