;GO:1903169;GO:0042297;GO:0006366;GO:0046854;GO:0051289;GO:0051000;GO:2000510;GO:0070207;GO:0019722;GO:0019886;GO:0035556;GO:0035116;GO:0033138;GO:0060474;GO:0030183;GO:0007186;GO:0051260;GO:0042100;GO:0009967;GO:0045580;GO:0002523;GO:2000404;GO:0007219;GO:0051770;GO:0002407;GO:0048290;GO:0002925;GO:0071205;GO:0015914;GO:0051897;GO:0051898;GO:1904155;GO:0045947;GO:0008284;GO:1904156;GO:0048812;GO:0036150;GO:0045944;GO:0010918;GO:0030449;GO:0019221;GO:0071356;GO:0032024;GO:0010634;GO:0050855;GO:0019226;GO:0050731;GO:0050853;GO:0035176;GO:0032461;GO:0006351;GO:0030041;GO:1900165;GO:0007169;GO:0038083;GO:0006355;GO:0007166;GO:0051281;GO:0043410;GO:0007204;GO:0002587;GO:0045087;GO:0043066;GO:0070098;GO:0072679;GO:0050869;GO:0050900;GO:0051712;GO:0071902
GO:1903169;1.0;0.0;0.0;0.0;0.0;0.13043478260869568;0.11428571428571432;0.0;0.1875;0.0;0.2142857142857143;0.0;0.07894736842105265;0.17391304347826086;0.0;0.2142857142857143;0.0;0.0;0.1428571428571429;0.125;0.0;0.21052631578947367;0.19999999999999996;0.1428571428571429;0.0;0.0;0.08571428571428574;0.0;0.0;0.12;0.12;0.0;0.06976744186046513;0.19999999999999996;0.0;0.0;0.0;0.06976744186046513;0.1333333333333333;0.09677419354838712;0.19999999999999996;0.0;0.125;0.16000000000000003;0.1578947368421053;0.0;0.07894736842105265;0.10344827586206895;0.0;0.1428571428571429;0.0;0.0;0.1351351351351351;0.1875;0.0;0.11538461538461542;0.2142857142857143;0.23913043478260865;0.0625;0.06896551724137934;0.1428571428571429;0.0;0.1578947368421053;0.1875;0.0;0.13043478260869568;0.0;0.17647058823529416;0.0625
GO:0042297;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2666666666666667;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006366;0.0;0.0;1.0;0.14634146341463417;0.05405405405405406;0.0;0.0;0.05405405405405406;0.05714285714285716;0.0;0.06060606060606055;0.0;0.0;0.0;0.05128205128205132;0.06060606060606055;0.05714285714285716;0.052631578947368474;0.0;0.0;0.05714285714285716;0.0;0.05882352941176472;0.0;0.050000000000000044;0.30612244897959184;0.0;0.0;0.0;0.0;0.0;0.04878048780487809;0.0;0.0;0.04878048780487809;0.05128205128205132;0.17500000000000004;0.0;0.0;0.0;0.05882352941176472;0.052631578947368474;0.0;0.0;0.0;0.0;0.0;0.04166666666666663;0.0;0.0;0.9655172413793104;0.05128205128205132;0.0;0.05714285714285716;0.2093023255813954;0.0;0.06060606060606055;0.0273972602739726;0.0;0.04255319148936165;0.0;0.0;0.0;0.05714285714285716;0.05405405405405406;0.0;0.05882352941176472;0.0;0.0
GO:0046854;0.0;0.0;0.14634146341463417;1.0;0.07692307692307687;0.0;0.0;0.07692307692307687;0.08333333333333337;0.0;0.09090909090909094;0.0;0.0;0.0;0.0714285714285714;0.09090909090909094;0.08333333333333337;0.07407407407407407;0.0;0.0;0.08333333333333337;0.0;0.08695652173913049;0.0;0.06896551724137934;0.12765957446808507;0.0;0.0;0.0;0.0;0.0;0.06666666666666665;0.0;0.0;0.06666666666666665;0.0714285714285714;0.6363636363636364;0.0;0.0;0.0;0.08695652173913049;0.07407407407407407;0.0;0.0;0.0;0.0;0.0;0.05405405405405406;0.0;0.0;0.15000000000000002;0.0714285714285714;0.0;0.08333333333333337;0.28125;0.0;0.09090909090909094;0.032258064516129004;0.0;0.05555555555555558;0.0;0.0;0.0;0.08333333333333337;0.07692307692307687;0.0;0.08695652173913049;0.0;0.0
GO:0051289;0.0;0.0;0.05405405405405406;0.07692307692307687;1.0;0.0;0.0;0.8181818181818181;0.125;0.0;0.1428571428571429;0.0;0.0;0.0;0.09999999999999998;0.1428571428571429;0.8;0.10526315789473684;0.0;0.0;0.125;0.0;0.1333333333333333;0.0;0.09523809523809523;0.046511627906976716;0.0;0.0;0.0;0.0;0.0;0.09090909090909094;0.0;0.0;0.09090909090909094;0.2222222222222222;0.07692307692307687;0.0;0.0;0.0;0.1333333333333333;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.06896551724137934;0.0;0.0;0.05555555555555558;0.4666666666666667;0.0;0.125;0.06451612903225812;0.0;0.1428571428571429;0.03703703703703709;0.0;0.0714285714285714;0.0;0.0;0.0;0.125;0.11111111111111116;0.0;0.1333333333333333;0.0;0.0
GO:0051000;0.13043478260869568;0.0;0.0;0.0;0.0;1.0;0.10256410256410253;0.0;0.15000000000000002;0.0;0.16666666666666663;0.0;0.15384615384615385;0.14814814814814814;0.0;0.16666666666666663;0.0;0.0;0.16666666666666663;0.1071428571428571;0.0;0.125;0.1578947368421053;0.2727272727272727;0.0;0.0;0.10526315789473684;0.0;0.0;0.1428571428571429;0.10344827586206895;0.0;0.08695652173913049;0.2222222222222222;0.0;0.0;0.0;0.13636363636363635;0.10526315789473684;0.11764705882352944;0.1578947368421053;0.0;0.0888888888888889;0.13793103448275867;0.13043478260869568;0.0;0.15384615384615385;0.125;0.0;0.16666666666666663;0.0;0.0;0.06976744186046513;0.15000000000000002;0.0;0.13793103448275867;0.16666666666666663;0.07017543859649122;0.12244897959183676;0.06060606060606055;0.12;0.0;0.13043478260869568;0.15000000000000002;0.0;0.11111111111111116;0.0;0.19999999999999996;0.2222222222222222
GO:2000510;0.11428571428571432;0.0;0.0;0.0;0.0;0.10256410256410253;1.0;0.0;0.125;0.0;0.1333333333333333;0.0;0.11538461538461542;0.4193548387096774;0.0;0.1333333333333333;0.0;0.0;0.24242424242424243;0.1282051282051282;0.0;0.3793103448275862;0.12903225806451613;0.10810810810810811;0.0;0.0;0.17021276595744683;0.0;0.0;0.21621621621621623;0.125;0.0;0.06779661016949157;0.2068965517241379;0.0;0.0;0.0;0.10526315789473684;0.0625;0.1333333333333333;0.12903225806451613;0.0;0.12727272727272732;0.4838709677419355;0.18181818181818177;0.0;0.11538461538461542;0.22499999999999998;0.0;0.17142857142857137;0.0;0.0;0.09259259259259256;0.125;0.0;0.09523809523809523;0.1333333333333333;0.10447761194029848;0.1333333333333333;0.04347826086956519;0.10810810810810811;0.0;0.11428571428571432;0.125;0.0;0.13157894736842102;0.0;0.12121212121212122;0.09677419354838712
GO:0070207;0.0;0.0;0.05405405405405406;0.07692307692307687;0.8181818181818181;0.0;0.0;1.0;0.125;0.0;0.1428571428571429;0.0;0.0;0.0;0.09999999999999998;0.1428571428571429;0.8;0.10526315789473684;0.0;0.0;0.125;0.0;0.1333333333333333;0.0;0.09523809523809523;0.046511627906976716;0.0;0.0;0.0;0.0;0.0;0.09090909090909094;0.0;0.0;0.09090909090909094;0.2222222222222222;0.07692307692307687;0.0;0.0;0.0;0.1333333333333333;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.06896551724137934;0.0;0.0;0.05555555555555558;0.4666666666666667;0.0;0.125;0.06451612903225812;0.0;0.1428571428571429;0.03703703703703709;0.0;0.0714285714285714;0.0;0.0;0.0;0.125;0.11111111111111116;0.0;0.1333333333333333;0.0;0.0
GO:0019722;0.1875;0.0;0.05714285714285716;0.08333333333333337;0.125;0.15000000000000002;0.125;0.125;1.0;0.0;0.75;0.0;0.11764705882352944;0.19999999999999996;0.11111111111111116;0.75;0.1428571428571429;0.11764705882352944;0.23529411764705888;0.19999999999999996;0.1428571428571429;0.25;0.6666666666666667;0.16666666666666663;0.10526315789473684;0.04878048780487809;0.09375;0.0;0.0;0.19047619047619047;0.19047619047619047;0.09999999999999998;0.10256410256410253;0.36363636363636365;0.09999999999999998;0.11111111111111116;0.08333333333333337;0.10256410256410253;0.16666666666666663;0.1071428571428571;0.6666666666666667;0.11764705882352944;0.10526315789473684;0.18181818181818177;0.2666666666666667;0.0;0.11764705882352944;0.26086956521739135;0.0;0.23529411764705888;0.05882352941176472;0.11111111111111116;0.11428571428571432;0.6;0.06896551724137934;0.18181818181818177;0.75;0.10204081632653061;0.09090909090909094;0.12;0.16666666666666663;0.0;0.2666666666666667;0.6;0.125;0.21052631578947367;0.15384615384615385;0.2142857142857143;0.09090909090909094
GO:0019886;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.11111111111111116;0.0;0.0;0.11764705882352944;0.0;0.0;0.1428571428571429;0.0;0.0;0.0;0.10526315789473684;0.04878048780487809;0.0;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07407407407407407;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.0;0.125;0.0;0.15384615384615385;0.0;0.0
