;GO:0019318;GO:0040014;GO:0008285;GO:1903547;GO:1901962;GO:0006468;GO:0046835;GO:0006601;GO:0046339;GO:0046834;GO:0001893;GO:0006635;GO:0010758;GO:0015908;GO:0015867;GO:0015866;GO:0035556;GO:0035352;GO:0035350;GO:0080121;GO:0006096;GO:0006473;GO:0046500;GO:0007205;GO:0001561;GO:0006334;GO:0006654;GO:0051156;GO:0010923;GO:0001678;GO:0046498;GO:0035349
GO:0019318;1.0;0.0;0.0;0.0;0.0;0.501843074448181;0.5773426760172887;0.4229748512579836;0.41089768968741563;0.41138296153789394;0.0;0.4529067572545754;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6262646708891857;0.4740911884048783;0.48452705455778705;0.0;0.4056599144225884;0.0;0.3772383597175818;0.45230655800993963;0.0;0.0;0.4692792955242892;0.0
GO:0040014;0.0;1.0;0.41856931719150087;0.31305846451769553;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.31305846451769553;0.0;0.0;0.0;0.4305415012753554;0.0;0.0;0.0;0.0;0.0;0.0;0.3090453136063189;0.0;0.0;0.0;0.0;0.3027878592175811;0.26131802467506854;0.0;0.0
GO:0008285;0.0;0.41856931719150087;1.0;0.41237526905064026;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.39274521268512785;0.0;0.0;0.0;0.5566608603699608;0.0;0.0;0.0;0.0;0.0;0.0;0.40836211813926365;0.0;0.0;0.0;0.0;0.4987143240239329;0.328678901566189;0.0;0.0
GO:1903547;0.0;0.31305846451769553;0.41237526905064026;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.37043561218631865;0.0;0.0;0.0;0.4243474531344948;0.0;0.0;0.0;0.0;0.0;0.0;0.2832212090999459;0.0;0.0;0.0;0.0;0.42075545047880064;0.231818017332936;0.0;0.0
GO:1901962;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5929392112642549;0.632605164755178;0.4607526765327991;0.0;0.651587403398955;0.5936103511194548;0.6059307768543848;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.651587403398955
GO:0006468;0.501843074448181;0.0;0.0;0.0;0.0;1.0;0.7281520574084196;0.415880417140985;0.41335853576978504;0.7281520574084196;0.0;0.42694604863193825;0.0;0.0;0.0;0.0;0.48980454046850624;0.0;0.0;0.0;0.6751765287350635;0.6697532281437183;0.4404992086289637;0.3683083527994698;0.37969920579995126;0.40196768276930356;0.498857426439503;0.6147842235890775;0.0;0.34819302458347906;0.46218486140729054;0.0
GO:0046835;0.5773426760172887;0.0;0.0;0.0;0.0;0.7281520574084196;1.0;0.34884532307998833;0.35984341606040565;0.6376919444981326;0.0;0.37343092892255875;0.0;0.0;0.0;0.0;0.4488082191092963;0.0;0.0;0.0;0.611518970386437;0.40340685841235585;0.39950288726975386;0.32731203144025983;0.32618408609057176;0.3609713614100937;0.4083973135292159;0.5243241106787904;0.0;0.2946779048740996;0.40232226554244216;0.0
GO:0006601;0.4229748512579836;0.0;0.0;0.0;0.0;0.415880417140985;0.34884532307998833;1.0;0.3233836947099763;0.32618408609057176;0.0;0.40369716718511434;0.0;0.0;0.0;0.0;0.4051759995627188;0.0;0.0;0.0;0.5237815803474632;0.3881285310976823;0.5216643592337109;0.28367981189368235;0.35645032435312735;0.3173391418635162;0.3375214653575851;0.3277914887475729;0.0;0.25821818352367026;0.5846784694934866;0.0
GO:0046339;0.41089768968741563;0.0;0.0;0.0;0.0;0.41335853576978504;0.35984341606040565;0.3233836947099763;1.0;0.4794565429272885;0.0;0.487212483784942;0.0;0.0;0.0;0.0;0.4161740925431361;0.0;0.0;0.0;0.37182041773139496;0.3874328477686093;0.3668687607035936;0.2946779048740996;0.439965640952955;0.32833723484393346;0.5522892043394214;0.34182076235189435;0.0;0.27456257665810896;0.3696881389762819;0.0
GO:0046834;0.41138296153789394;0.0;0.0;0.0;0.0;0.7281520574084196;0.6376919444981326;0.32618408609057176;0.4794565429272885;1.0;0.0;0.6656654394940925;0.0;0.0;0.0;0.0;0.4220056645476357;0.0;0.0;0.0;0.5847164158247764;0.38609192157696065;0.3727003327080933;0.30050947687859925;0.6184185966621055;0.33416880684843314;0.42313597596803804;0.5243241106787904;0.0;0.2750478485085872;0.3755197109807816;0.0
GO:0001893;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006635;0.4529067572545754;0.0;0.0;0.0;0.0;0.42694604863193825;0.37343092892255875;0.40369716718511434;0.487212483784942;0.6656654394940925;0.0;1.0;0.0;0.0;0.0;0.0;0.42976160540528924;0.0;0.0;0.0;0.5289920466233706;0.40102036063076246;0.38045627356574674;0.30826541773625277;0.7739292152145345;0.3419247477060866;0.43392309744959573;0.3554082752140475;0.0;0.28815008952026205;0.4500016114514199;0.0
GO:0010758;0.0;0.31305846451769553;0.39274521268512785;0.37043561218631865;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.4047173967689824;0.0;0.0;0.0;0.0;0.0;0.0;0.2832212090999459;0.0;0.0;0.0;0.0;0.28975504072400454;0.231818017332936;0.0;0.0
GO:0015908;0.0;0.0;0.0;0.0;0.5929392112642549;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.655187930211097;0.5702482383116283;0.0;0.46838045072958523;0.5702482383116283;0.6285135423103039;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5434456837499677
GO:0015867;0.0;0.0;0.0;0.0;0.632605164755178;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.655187930211097;1.0;0.7444190386370533;0.0;0.6047560658087137;0.7066535893539667;0.7275893736521363;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7021277452821242
