;GO:0019318;GO:0040014;GO:0008285;GO:1903547;GO:1901962;GO:0006468;GO:0046835;GO:0006601;GO:0046339;GO:0046834;GO:0001893;GO:0006635;GO:0010758;GO:0015908;GO:0015867;GO:0015866;GO:0035556;GO:0035352;GO:0035350;GO:0080121;GO:0006096;GO:0006473;GO:0046500;GO:0007205;GO:0001561;GO:0006334;GO:0006654;GO:0051156;GO:0010923;GO:0001678;GO:0046498;GO:0035349
GO:0019318;1.0;0.0;0.0;0.0;0.0;0.1762795325777471;0.6430177631790943;0.33378768259266445;0.11619660126852871;0.14018689036713627;0.0;0.44080367723805663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6670962166121666;0.1408703576668938;0.10659442732731712;0.0;0.37106804482071865;0.0;0.12480777499014765;0.11151338212972253;0.0;0.0;0.36266242543543004;0.0
GO:0040014;0.0;1.0;0.09305390932612333;0.05617858380794982;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06718109879437537;0.0;0.0;0.0;0.1033582209630826;0.0;0.0;0.0;0.0;0.0;0.0;0.06853095254575689;0.0;0.0;0.0;0.0;0.07687338145470694;0.06480225050528941;0.0;0.0
GO:0008285;0.0;0.09305390932612333;1.0;0.07558637315289629;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09376967270227894;0.0;0.0;0.0;0.16448778166884373;0.0;0.0;0.0;0.0;0.0;0.0;0.09609458661644932;0.0;0.0;0.0;0.0;0.32124128428687565;0.08156792202036624;0.0;0.0
GO:1903547;0.0;0.05617858380794982;0.07558637315289629;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18504340787190007;0.0;0.0;0.0;0.08138636239599926;0.0;0.0;0.0;0.0;0.0;0.0;0.06019018150909809;0.0;0.0;0.0;0.0;0.24096415791930015;0.04914866194218821;0.0;0.0
GO:1901962;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27841086075669813;0.5495930695638241;0.24573859153316285;0.0;0.7873145257091445;0.6284848101866038;0.4999181990304134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8162485611020129
GO:0006468;0.1762795325777471;0.0;0.0;0.0;0.0;1.0;0.575846722882234;0.20068864977078846;0.13663960745380044;0.6900283056187212;0.0;0.15563164734288867;0.0;0.0;0.0;0.0;0.05345905738591564;0.0;0.0;0.0;0.6015503797562299;0.4479272431939214;0.13225149701209035;0.030495482730396616;0.12698491332578885;0.03603306008244179;0.4825401502837811;0.4552284519170329;0.0;0.03383979693936699;0.2208135040471684;0.0
GO:0046835;0.6430177631790943;0.0;0.0;0.0;0.0;0.575846722882234;1.0;0.08682097860179636;0.1006221286443617;0.4764965424838766;0.0;0.11055736676356115;0.0;0.0;0.0;0.0;0.032189815195229884;0.0;0.0;0.0;0.57180429812209;0.11861279602695002;0.09807177493780532;0.0221476267955128;0.09528709253764608;0.024930124332703325;0.34726260049644425;0.33288970613968444;0.0;0.023860182773489953;0.09339714232979265;0.0
GO:0006601;0.33378768259266445;0.0;0.0;0.0;0.0;0.20068864977078846;0.08682097860179636;1.0;0.08451942722035949;0.09653599613871885;0.0;0.4013468272577851;0.0;0.0;0.0;0.0;0.02500053366913018;0.0;0.0;0.0;0.5247086179024966;0.17297078242466704;0.4162823603725888;0.018489420279622117;0.3543852454708908;0.020389216306868893;0.1856086355623499;0.0853923336092609;0.0;0.01966790861833271;0.5358254706551636;0.0
GO:0046339;0.11619660126852871;0.0;0.0;0.0;0.0;0.13663960745380044;0.1006221286443617;0.08451942722035949;1.0;0.4861068364848244;0.0;0.4559975930426761;0.0;0.0;0.0;0.0;0.030726171327964433;0.0;0.0;0.0;0.10374670543058635;0.11435838911470336;0.09512821076429788;0.021444785313718844;0.3948425354708585;0.024043123913043942;0.5730635887129925;0.09880001512624187;0.0;0.023046441888329487;0.09073906660736906;0.0
GO:0046834;0.14018689036713627;0.0;0.0;0.0;0.0;0.6900283056187212;0.4764965424838766;0.09653599613871885;0.4861068364848244;1.0;0.0;0.7922835239129089;0.0;0.0;0.0;0.0;0.03906731738312883;0.0;0.0;0.0;0.49396155548917536;0.13751998625224074;0.11073483345704528;0.025199910180683977;0.6692653827440004;0.02886566783495076;0.5213704008826723;0.3778160945154892;0.0;0.027440907156819863;0.10473570423196288;0.0
