;GO:0008360;GO:0016601;GO:0035023;GO:0032092;GO:0008380;GO:1904778;GO:0006366;GO:0007595;GO:0038096;GO:0000432;GO:0043547;GO:0030866;GO:0000281;GO:0048024;GO:0050852;GO:0065003;GO:0007186;GO:0031032;GO:0007264;GO:0050728;GO:0006376;GO:0043114;GO:0002692;GO:0000226;GO:0006397;GO:0043314;GO:0060313;GO:0048010;GO:0043066;GO:0043065;GO:0032496;GO:0050766;GO:0030036
GO:0008360;1.0;0.2857142857142857;0.25;0.1428571428571429;0.0;0.16666666666666663;0.0;0.19999999999999996;0.1333333333333333;0.06451612903225812;0.125;0.0;0.0;0.19999999999999996;0.15384615384615385;0.0;0.36363636363636365;0.0;0.33333333333333337;0.16666666666666663;0.0;0.23076923076923073;0.16000000000000003;0.0;0.0;0.09090909090909094;0.3125;0.2857142857142857;0.25;0.25;0.0;0.26315789473684215;0.0
GO:0016601;0.2857142857142857;1.0;0.25;0.1428571428571429;0.08695652173913049;0.16666666666666663;0.05555555555555558;0.125;0.2142857142857143;0.08196721311475408;0.125;0.125;0.15384615384615385;0.19999999999999996;0.25;0.15384615384615385;0.6666666666666667;0.1333333333333333;0.7777777777777778;0.16666666666666663;0.11764705882352944;0.1428571428571429;0.16000000000000003;0.1428571428571429;0.08333333333333337;0.09090909090909094;0.16666666666666663;0.5;0.25;0.25;0.0;0.19999999999999996;0.1428571428571429
GO:0035023;0.25;0.25;1.0;0.125;0.0;0.15000000000000002;0.0;0.11111111111111116;0.16129032258064513;0.0625;0.11111111111111116;0.0;0.0;0.18181818181818177;0.18518518518518523;0.0;0.3076923076923077;0.0;0.2857142857142857;0.21052631578947367;0.0;0.125;0.14814814814814814;0.0;0.0;0.11111111111111116;0.15000000000000002;0.25;0.2222222222222222;0.2222222222222222;0.0;0.18181818181818177;0.0
GO:0032092;0.1428571428571429;0.1428571428571429;0.125;1.0;0.0;0.11764705882352944;0.0;0.1428571428571429;0.06666666666666665;0.032258064516129004;0.33333333333333337;0.0;0.0;0.09999999999999998;0.07692307692307687;0.0;0.18181818181818177;0.0;0.16666666666666663;0.11764705882352944;0.0;0.16666666666666663;0.07999999999999996;0.0;0.0;0.045454545454545414;0.11764705882352944;0.1428571428571429;0.125;0.125;0.0;0.09999999999999998;0.0
GO:0008380;0.0;0.08695652173913049;0.0;0.0;1.0;0.0;0.5;0.0;0.05128205128205132;0.028169014084507005;0.0;0.08695652173913049;0.09999999999999998;0.0;0.05714285714285716;0.09999999999999998;0.09999999999999998;0.09090909090909094;0.09523809523809523;0.0;0.08333333333333337;0.0;0.0;0.09523809523809523;0.9411764705882353;0.0;0.0;0.08695652173913049;0.0;0.0;0.0;0.0;0.09523809523809523
GO:1904778;0.16666666666666663;0.16666666666666663;0.15000000000000002;0.11764705882352944;0.0;1.0;0.0;0.10526315789473684;0.12121212121212122;0.06153846153846154;0.10526315789473684;0.0;0.0;0.125;0.13793103448275867;0.0;0.19999999999999996;0.0;0.1875;0.1428571428571429;0.0;0.11764705882352944;0.1428571428571429;0.0;0.0;0.08510638297872342;0.1428571428571429;0.16666666666666663;0.15000000000000002;0.21052631578947367;0.0;0.2272727272727273;0.0
GO:0006366;0.0;0.05555555555555558;0.0;0.0;0.5;0.0;1.0;0.0;0.038461538461538436;0.023809523809523836;0.0;0.05555555555555558;0.06060606060606055;0.0;0.04166666666666663;0.06060606060606055;0.06060606060606055;0.05714285714285716;0.05882352941176472;0.0;0.05405405405405406;0.0;0.0;0.05882352941176472;0.4838709677419355;0.0;0.0;0.05555555555555558;0.0;0.0;0.0;0.0;0.05882352941176472
GO:0007595;0.19999999999999996;0.125;0.11111111111111116;0.1428571428571429;0.0;0.10526315789473684;0.0;1.0;0.0625;0.03125;0.125;0.0;0.0;0.09090909090909094;0.0714285714285714;0.0;0.15384615384615385;0.0;0.1428571428571429;0.10526315789473684;0.0;0.23076923076923073;0.07407407407407407;0.0;0.0;0.04347826086956519;0.10526315789473684;0.125;0.11111111111111116;0.11111111111111116;0.0;0.09090909090909094;0.0
GO:0038096;0.1333333333333333;0.2142857142857143;0.16129032258064513;0.06666666666666665;0.05128205128205132;0.12121212121212122;0.038461538461538436;0.0625;1.0;0.07894736842105265;0.0625;0.0625;0.06896551724137934;0.11111111111111116;0.7692307692307692;0.06896551724137934;0.24;0.06451612903225812;0.23076923076923073;0.12121212121212122;0.06060606060606055;0.06666666666666665;0.125;0.06666666666666665;0.050000000000000044;0.1228070175438597;0.08823529411764708;0.2592592592592593;0.125;0.16129032258064513;0.0;0.1428571428571429;0.06666666666666665
GO:0000432;0.06451612903225812;0.08196721311475408;0.0625;0.032258064516129004;0.028169014084507005;0.06153846153846154;0.023809523809523836;0.03125;0.07894736842105265;1.0;0.03125;0.03125;0.032786885245901676;0.19999999999999996;0.08333333333333337;0.032786885245901676;0.08620689655172409;0.031746031746031744;0.0847457627118644;0.045454545454545414;0.03076923076923077;0.032258064516129004;0.0547945205479452;0.032258064516129004;0.02777777777777779;0.04347826086956519;0.045454545454545414;0.08196721311475408;0.0625;0.09677419354838712;0.06349206349206349;0.09090909090909094;0.032258064516129004
GO:0043547;0.125;0.125;0.11111111111111116;0.33333333333333337;0.0;0.10526315789473684;0.0;0.125;0.0625;0.03125;1.0;0.0;0.0;0.09090909090909094;0.0714285714285714;0.0;0.15384615384615385;0.0;0.1428571428571429;0.10526315789473684;0.0;0.1428571428571429;0.07407407407407407;0.0;0.0;0.04347826086956519;0.10526315789473684;0.125;0.11111111111111116;0.11111111111111116;0.0;0.09090909090909094;0.0
GO:0030866;0.0;0.125;0.0;0.0;0.08695652173913049;0.0;0.05555555555555558;0.0;0.0625;0.03125;0.0;1.0;0.15384615384615385;0.0;0.0714285714285714;0.36363636363636365;0.15384615384615385;0.8888888888888888;0.1428571428571429;0.0;0.2666666666666667;0.0;0.0;0.6;0.08333333333333337;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.7777777777777778
GO:0000281;0.0;0.15384615384615385;0.0;0.0;0.09999999999999998;0.0;0.06060606060606055;0.0;0.06896551724137934;0.032786885245901676;0.0;0.15384615384615385;1.0;0.0;0.07999999999999996;0.19999999999999996;0.19999999999999996;0.16666666666666663;0.18181818181818177;0.0;0.1428571428571429;0.0;0.0;0.18181818181818177;0.09523809523809523;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.18181818181818177
GO:0048024;0.19999999999999996;0.19999999999999996;0.18181818181818177;0.09999999999999998;0.0;0.125;0.0;0.09090909090909094;0.11111111111111116;0.19999999999999996;0.09090909090909094;0.0;0.0;1.0;0.125;0.0;0.23529411764705888;0.0;0.2222222222222222;0.125;0.0;0.09999999999999998;0.12903225806451613;0.0;0.0;0.07999999999999996;0.125;0.19999999999999996;0.18181818181818177;0.18181818181818177;0.0;0.15384615384615385;0.0
GO:0050852;0.15384615384615385;0.25;0.18518518518518523;0.07692307692307687;0.05714285714285716;0.13793103448275867;0.04166666666666663;0.0714285714285714;0.7692307692307692;0.08333333333333337;0.0714285714285714;0.0714285714285714;0.07999999999999996;0.125;1.0;0.07999999999999996;0.2857142857142857;0.07407407407407407;0.2727272727272727;0.13793103448275867;0.06896551724137934;0.07692307692307687;0.13888888888888884;0.07692307692307687;0.05555555555555558;0.13207547169811318;0.09999999999999998;0.30434782608695654;0.1428571428571429;0.18518518518518523;0.0;0.16129032258064513;0.07692307692307687
GO:0065003;0.0;0.15384615384615385;0.0;0.0;0.09999999999999998;0.0;0.06060606060606055;0.0;0.06896551724137934;0.032786885245901676;0.0;0.36363636363636365;0.19999999999999996;0.0;0.07999999999999996;1.0;0.19999999999999996;0.4;0.18181818181818177;0.0;0.6;0.0;0.0;0.4444444444444444;0.09523809523809523;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.4444444444444444
GO:0007186;0.36363636363636365;0.6666666666666667;0.3076923076923077;0.18181818181818177;0.09999999999999998;0.19999999999999996;0.06060606060606055;0.15384615384615385;0.24;0.08620689655172409;0.15384615384615385;0.15384615384615385;0.19999999999999996;0.23529411764705888;0.2857142857142857;0.19999999999999996;1.0;0.16666666666666663;0.8571428571428572;0.19999999999999996;0.1428571428571429;0.18181818181818177;0.18181818181818177;0.18181818181818177;0.09523809523809523;0.09756097560975607;0.19999999999999996;0.6666666666666667;0.3076923076923077;0.3076923076923077;0.0;0.23529411764705888;0.18181818181818177
GO:0031032;0.0;0.1333333333333333;0.0;0.0;0.09090909090909094;0.0;0.05714285714285716;0.0;0.06451612903225812;0.031746031746031744;0.0;0.8888888888888888;0.16666666666666663;0.0;0.07407407407407407;0.4;0.16666666666666663;1.0;0.15384615384615385;0.0;0.2857142857142857;0.0;0.0;0.6666666666666667;0.08695652173913049;0.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.875
