;GO:0008360;GO:0016601;GO:0035023;GO:0032092;GO:0008380;GO:1904778;GO:0006366;GO:0007595;GO:0038096;GO:0000432;GO:0043547;GO:0030866;GO:0000281;GO:0048024;GO:0050852;GO:0065003;GO:0007186;GO:0031032;GO:0007264;GO:0050728;GO:0006376;GO:0043114;GO:0002692;GO:0000226;GO:0006397;GO:0043314;GO:0060313;GO:0048010;GO:0043066;GO:0043065;GO:0032496;GO:0050766;GO:0030036
GO:0008360;1.0;0.0;0.1;0.14285714285714285;0.0;0.125;0.0;0.0;0.0;0.09090909090909091;0.125;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.5;0.125;0.0;0.0;0.125;0.5;0.0;0.3;0.3;0.0;0.4444444444444444;0.0
GO:0016601;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25
GO:0035023;0.1;0.0;1.0;0.08333333333333333;0.0;0.16666666666666666;0.0;0.0;0.0;0.1875;0.07692307692307693;0.0;0.0;0.21428571428571427;0.0;0.0;0.2727272727272727;0.0;0.0;0.2727272727272727;0.0;0.1;0.16666666666666666;0.0;0.0;0.2727272727272727;0.18181818181818182;0.0;0.23076923076923078;0.23076923076923078;0.0;0.23076923076923078;0.0
GO:0032092;0.14285714285714285;0.0;0.08333333333333333;1.0;0.0;0.1;0.0;0.0;0.0;0.07692307692307693;0.375;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.14285714285714285;0.1;0.0;0.0;0.1;0.1111111111111111;0.0;0.09090909090909091;0.09090909090909091;0.0;0.1;0.0
GO:0008380;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1904778;0.125;0.0;0.16666666666666666;0.1;0.0;1.0;0.0;0.0;0.0;0.23076923076923078;0.09090909090909091;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.125;0.2;0.0;0.0;0.2;0.2222222222222222;0.0;0.18181818181818182;0.3;0.0;0.3333333333333333;0.0
GO:0006366;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0007595;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0038096;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1111111111111111;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.25
GO:0000432;0.09090909090909091;0.1111111111111111;0.1875;0.07692307692307693;0.0;0.23076923076923078;0.0;0.0;0.1111111111111111;1.0;0.07142857142857142;0.09090909090909091;0.1111111111111111;0.45454545454545453;0.1111111111111111;0.0;0.1111111111111111;0.09090909090909091;0.1111111111111111;0.15384615384615385;0.1111111111111111;0.09090909090909091;0.15384615384615385;0.1;0.0;0.15384615384615385;0.16666666666666666;0.1111111111111111;0.21428571428571427;0.21428571428571427;0.2;0.23076923076923078;0.1
