;GO:0008360;GO:0016601;GO:0035023;GO:0032092;GO:0008380;GO:1904778;GO:0006366;GO:0007595;GO:0038096;GO:0000432;GO:0043547;GO:0030866;GO:0000281;GO:0048024;GO:0050852;GO:0065003;GO:0007186;GO:0031032;GO:0007264;GO:0050728;GO:0006376;GO:0043114;GO:0002692;GO:0000226;GO:0006397;GO:0043314;GO:0060313;GO:0048010;GO:0043066;GO:0043065;GO:0032496;GO:0050766;GO:0030036
GO:0008360;1.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.0;0.042064647228987374;0.0;0.16702085169111647;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.0;0.16702085169111647;0.047799631016701725;0.0;0.0;0.047799631016701725;0.2946054623034586;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.20397374928165476;0.0
GO:0016601;0.047799631016701725;1.0;0.047799631016701725;0.036692364793703955;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.036692364793703955;0.12659489728285286;0.047799631016701725;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.12659489728285286;0.01468324974140624;0.12659489728285286;0.01468324974140624;0.41065684864365937;0.042064647228987374;0.01468324974140624;0.036692364793703955;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.12659489728285286;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624
GO:0035023;0.047799631016701725;0.047799631016701725;1.0;0.036692364793703955;0.0;0.042064647228987374;0.0;0.036692364793703955;0.1492331351584338;0.047799631016701725;0.036692364793703955;0.0;0.0;0.047799631016701725;0.1492331351584338;0.0;0.047799631016701725;0.0;0.047799631016701725;0.1492331351584338;0.0;0.036692364793703955;0.047799631016701725;0.0;0.0;0.1492331351584338;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0
GO:0032092;0.036692364793703955;0.036692364793703955;0.036692364793703955;1.0;0.0;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.23753055021918945;0.0;0.0;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.0;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.0
GO:0008380;0.0;0.01468324974140624;0.0;0.0;1.0;0.0;0.16542914088709912;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.3102169991624253;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624
GO:1904778;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.036692364793703955;0.0;1.0;0.0;0.036692364793703955;0.11511873865597294;0.11511873865597294;0.036692364793703955;0.0;0.0;0.042064647228987374;0.11511873865597294;0.0;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.0;0.036692364793703955;0.19673256925640645;0.0;0.0;0.19673256925640645;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.11511873865597294;0.0;0.19673256925640645;0.0
GO:0006366;0.0;0.01468324974140624;0.0;0.0;0.16542914088709912;0.0;1.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.16542914088709912;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624
GO:0007595;0.16702085169111647;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.0;1.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.0;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.0;0.16702085169111647;0.036692364793703955;0.0;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.0
GO:0038096;0.047799631016701725;0.12659489728285286;0.1492331351584338;0.036692364793703955;0.01468324974140624;0.11511873865597294;0.01468324974140624;0.036692364793703955;1.0;0.11511873865597294;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.39057176820674416;0.01468324974140624;0.12659489728285286;0.01468324974140624;0.12659489728285286;0.1492331351584338;0.01468324974140624;0.036692364793703955;0.2515269417723919;0.01468324974140624;0.01468324974140624;0.29114835073653533;0.042064647228987374;0.2052608479739753;0.047799631016701725;0.11511873865597294;0.0;0.11511873865597294;0.01468324974140624
GO:0000432;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.01468324974140624;0.11511873865597294;0.01468324974140624;0.036692364793703955;0.11511873865597294;1.0;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.15191422087961767;0.11511873865597294;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.036692364793703955;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.25275595634260717;0.12755981097713553;0.01468324974140624
GO:0043547;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.23753055021918945;0.0;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;1.0;0.0;0.0;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.0;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.0
GO:0030866;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;1.0;0.01468324974140624;0.0;0.01468324974140624;0.12408495164008174;0.01468324974140624;0.4068682639310027;0.01468324974140624;0.0;0.12408495164008174;0.0;0.0;0.30608510061438493;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.4068682639310027
GO:0000281;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;1.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624
GO:0048024;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.0;0.042064647228987374;0.0;0.036692364793703955;0.047799631016701725;0.15191422087961767;0.036692364793703955;0.0;0.0;1.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.0;0.036692364793703955;0.047799631016701725;0.0;0.0;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0
GO:0050852;0.047799631016701725;0.12659489728285286;0.1492331351584338;0.036692364793703955;0.01468324974140624;0.11511873865597294;0.01468324974140624;0.036692364793703955;0.39057176820674416;0.11511873865597294;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.047799631016701725;1.0;0.01468324974140624;0.12659489728285286;0.01468324974140624;0.12659489728285286;0.1492331351584338;0.01468324974140624;0.036692364793703955;0.2515269417723919;0.01468324974140624;0.01468324974140624;0.29114835073653533;0.042064647228987374;0.2052608479739753;0.047799631016701725;0.11511873865597294;0.0;0.11511873865597294;0.01468324974140624
GO:0065003;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.12408495164008174;0.01468324974140624;0.0;0.01468324974140624;1.0;0.01468324974140624;0.12408495164008174;0.01468324974140624;0.0;0.24997772404766266;0.0;0.0;0.12408495164008174;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.12408495164008174
GO:0007186;0.047799631016701725;0.12659489728285286;0.047799631016701725;0.036692364793703955;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.036692364793703955;0.12659489728285286;0.047799631016701725;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.12659489728285286;0.01468324974140624;1.0;0.01468324974140624;0.12659489728285286;0.042064647228987374;0.01468324974140624;0.036692364793703955;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.12659489728285286;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624
GO:0031032;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.4068682639310027;0.01468324974140624;0.0;0.01468324974140624;0.12408495164008174;0.01468324974140624;1.0;0.01468324974140624;0.0;0.12408495164008174;0.0;0.0;0.30608510061438493;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.4068682639310027
GO:0007264;0.047799631016701725;0.41065684864365937;0.047799631016701725;0.036692364793703955;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.036692364793703955;0.12659489728285286;0.047799631016701725;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.12659489728285286;0.01468324974140624;0.12659489728285286;0.01468324974140624;1.0;0.042064647228987374;0.01468324974140624;0.036692364793703955;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.12659489728285286;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624
GO:0050728;0.042064647228987374;0.042064647228987374;0.1492331351584338;0.036692364793703955;0.0;0.042064647228987374;0.0;0.036692364793703955;0.1492331351584338;0.042064647228987374;0.036692364793703955;0.0;0.0;0.042064647228987374;0.1492331351584338;0.0;0.042064647228987374;0.0;0.042064647228987374;1.0;0.0;0.036692364793703955;0.12804570306913615;0.0;0.0;0.250245473135147;0.12804570306913615;0.042064647228987374;0.12804570306913615;0.042064647228987374;0.0;0.042064647228987374;0.0
