;GO:0008360;GO:0016601;GO:0035023;GO:0032092;GO:0008380;GO:1904778;GO:0006366;GO:0007595;GO:0038096;GO:0000432;GO:0043547;GO:0030866;GO:0000281;GO:0048024;GO:0050852;GO:0065003;GO:0007186;GO:0031032;GO:0007264;GO:0050728;GO:0006376;GO:0043114;GO:0002692;GO:0000226;GO:0006397;GO:0043314;GO:0060313;GO:0048010;GO:0043066;GO:0043065;GO:0032496;GO:0050766;GO:0030036
GO:0008360;1.0;0.6000000000000001;0.3660149997115376;0.48300749985576874;0.0;0.43852901558847923;0.0;0.6000000000000001;0.6000000000000001;0.3356143810225276;0.43852901558847923;0.0;0.0;0.4;0.6000000000000001;0.0;0.6000000000000001;0.0;0.6000000000000001;0.43852901558847923;0.0;0.8;0.43852901558847923;0.0;0.0;0.43852901558847923;0.6000000000000001;0.6000000000000001;0.43852901558847923;0.43852901558847923;0.0;0.5356143810225276;0.0
GO:0016601;0.6000000000000001;1.0;0.3660149997115376;0.48300749985576874;0.8;0.43852901558847923;0.8;0.8;0.8;0.4;0.43852901558847923;0.6000000000000001;0.8;0.4;0.8;0.8;0.8;0.6000000000000001;0.8;0.43852901558847923;0.8;0.8;0.43852901558847923;0.6830074998557688;0.8;0.43852901558847923;0.48300749985576874;0.8;0.4;0.4;0.0;0.43852901558847923;0.6830074998557688
GO:0035023;0.3660149997115376;0.3660149997115376;1.0;0.3081136762725405;0.0;0.3356143810225276;0.0;0.3660149997115376;0.3660149997115376;0.2599120563717816;0.2830074998557688;0.0;0.0;0.3081136762725405;0.3660149997115376;0.0;0.4;0.0;0.3660149997115376;0.4;0.0;0.3660149997115376;0.3356143810225276;0.0;0.0;0.4;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.3356143810225276;0.0;0.3356143810225276;0.0
GO:0032092;0.48300749985576874;0.48300749985576874;0.3081136762725405;1.0;0.0;0.3660149997115376;0.0;0.48300749985576874;0.48300749985576874;0.2830074998557688;0.5356143810225276;0.0;0.0;0.3356143810225276;0.48300749985576874;0.0;0.48300749985576874;0.0;0.48300749985576874;0.3660149997115376;0.0;0.48300749985576874;0.3660149997115376;0.0;0.0;0.3660149997115376;0.4;0.48300749985576874;0.3356143810225276;0.3356143810225276;0.0;0.3660149997115376;0.0
GO:0008380;0.0;0.8;0.0;0.0;1.0;0.0;0.8;0.0;0.8;0.3356143810225276;0.0;0.5356143810225276;0.8;0.0;0.8;0.8;0.8;0.5356143810225276;0.8;0.0;0.8;0.0;0.0;0.6000000000000001;0.8;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.6000000000000001
GO:1904778;0.43852901558847923;0.43852901558847923;0.3356143810225276;0.3660149997115376;0.0;1.0;0.0;0.43852901558847923;0.43852901558847923;0.3356143810225276;0.3356143810225276;0.0;0.0;0.3660149997115376;0.43852901558847923;0.0;0.43852901558847923;0.0;0.43852901558847923;0.4;0.0;0.43852901558847923;0.4;0.0;0.0;0.4;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.43852901558847923;0.0;0.48300749985576874;0.0
GO:0006366;0.0;0.8;0.0;0.0;0.8;0.0;1.0;0.0;0.8;0.3356143810225276;0.0;0.5356143810225276;0.8;0.0;0.8;0.8;0.8;0.5356143810225276;0.8;0.0;0.8;0.0;0.0;0.6000000000000001;0.8;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.6000000000000001
GO:0007595;0.6000000000000001;0.8;0.3660149997115376;0.48300749985576874;0.0;0.43852901558847923;0.0;1.0;0.8;0.3356143810225276;0.43852901558847923;0.0;0.0;0.4;0.8;0.0;0.8;0.0;0.8;0.43852901558847923;0.0;0.8;0.43852901558847923;0.0;0.0;0.43852901558847923;0.48300749985576874;0.8;0.4;0.4;0.0;0.43852901558847923;0.0
GO:0038096;0.6000000000000001;0.8;0.3660149997115376;0.48300749985576874;0.8;0.43852901558847923;0.8;0.8;1.0;0.4;0.43852901558847923;0.6000000000000001;0.8;0.4;0.8;0.8;0.8;0.6000000000000001;0.8;0.43852901558847923;0.8;0.8;0.43852901558847923;0.6830074998557688;0.8;0.48300749985576874;0.48300749985576874;0.8;0.4;0.4;0.0;0.43852901558847923;0.6830074998557688
GO:0000432;0.3356143810225276;0.4;0.2599120563717816;0.2830074998557688;0.3356143810225276;0.3356143810225276;0.3356143810225276;0.3356143810225276;0.4;1.0;0.2599120563717816;0.3356143810225276;0.4;0.48300749985576874;0.4;0.3356143810225276;0.4;0.3356143810225276;0.4;0.3081136762725405;0.4;0.3356143810225276;0.3081136762725405;0.3660149997115376;0.3356143810225276;0.3081136762725405;0.3356143810225276;0.4;0.3081136762725405;0.3081136762725405;0.4;0.3356143810225276;0.3660149997115376
GO:0043547;0.43852901558847923;0.43852901558847923;0.2830074998557688;0.5356143810225276;0.0;0.3356143810225276;0.0;0.43852901558847923;0.43852901558847923;0.2599120563717816;1.0;0.0;0.0;0.3081136762725405;0.43852901558847923;0.0;0.43852901558847923;0.0;0.43852901558847923;0.3356143810225276;0.0;0.43852901558847923;0.3356143810225276;0.0;0.0;0.3356143810225276;0.3660149997115376;0.43852901558847923;0.3081136762725405;0.3081136762725405;0.0;0.3356143810225276;0.0
