;GO:0008360;GO:0016601;GO:0035023;GO:0032092;GO:0008380;GO:1904778;GO:0006366;GO:0007595;GO:0038096;GO:0000432;GO:0043547;GO:0030866;GO:0000281;GO:0048024;GO:0050852;GO:0065003;GO:0007186;GO:0031032;GO:0007264;GO:0050728;GO:0006376;GO:0043114;GO:0002692;GO:0000226;GO:0006397;GO:0043314;GO:0060313;GO:0048010;GO:0043066;GO:0043065;GO:0032496;GO:0050766;GO:0030036
GO:0008360;1.0;0.08204979806878762;0.09799227186653782;0.07196291374852715;0.0;0.06412696252629214;0.0;0.30660546611287715;0.09791537651897508;0.07007896079502186;0.08523703838776103;0.0;0.0;0.094681874271448;0.09695496254707196;0.0;0.1286642519808759;0.0;0.10775536386008709;0.08440787258766758;0.0;0.2968461172007632;0.07564156477232964;0.0;0.0;0.06801139472742612;0.431920586072088;0.09135362386384081;0.12245828720996872;0.11602252207736874;0.0;0.38040696911426786;0.0
GO:0016601;0.08204979806878762;1.0;0.08049417227659961;0.059573628494939516;0.027130926929223115;0.05520322069739838;0.028644630918890454;0.056382189997042496;0.21304729566758973;0.06065020204840553;0.06839059603144027;0.022394831149800485;0.023187454025804265;0.0782469132280124;0.21132749582728438;0.031288099209990705;0.26509571082342576;0.024138746800190517;0.747149534587681;0.06959883497873096;0.02195827355615107;0.054872116033699965;0.06477263703294663;0.027205250156938737;0.027588796061996324;0.059095396908183266;0.05337341103410522;0.20117585561332463;0.09629811562404593;0.092273144104019;0.0;0.07442687208487056;0.026807111286012153
GO:0035023;0.09799227186653782;0.08049417227659961;1.0;0.0704082225448833;0.0;0.06304487857803878;0.0;0.06599338933810982;0.29880597505143747;0.06894099713536478;0.0830645567000842;0.0;0.0;0.09261640868805808;0.2959405401316281;0.0;0.12487971309926489;0.0;0.10508816206998832;0.2928387896445535;0.0;0.06393400725348015;0.07431748339084304;0.0;0.0;0.2089875531632489;0.060669479291596703;0.08942934066335306;0.11902515816763573;0.11293621793805314;0.0;0.08731204658192956;0.0
GO:0032092;0.07196291374852715;0.059573628494939516;0.0704082225448833;1.0;0.0;0.05323083947788146;0.0;0.06347175887247693;0.0703565054856016;0.051287136684715885;0.5121156213230758;0.0;0.0;0.0681770561911925;0.06971012757287497;0.0;0.09063101675331638;0.0;0.07693260346613304;0.06900984984473478;0.0;0.06156447522297221;0.05515405240818077;0.0;0.0;0.049842537061192994;0.051287136684715885;0.06592409038561164;0.08660361513043839;0.082393006122523;0.0;0.06442383043058734;0.0
GO:0008380;0.0;0.027130926929223115;0.0;0.0;1.0;0.0;0.452989553612006;0.0;0.03286283973325977;0.022917023668722024;0.0;0.028889973209107845;0.030222716100915887;0.0;0.032510975617753284;0.04561636253308134;0.04447611541698454;0.03185921205151294;0.03650505115975815;0.0;0.028167549859953615;0.0;0.0;0.037427201255117344;0.8061529369705821;0.0;0.0;0.030471483771988394;0.0;0.0;0.0;0.0;0.03667778638054184
GO:1904778;0.06412696252629214;0.05520322069739838;0.06304487857803878;0.05323083947788146;0.0;1.0;0.0;0.05066819008535824;0.17243654461094252;0.1336243499179673;0.06016106975623799;0.0;0.0;0.06147355044080701;0.17119649168320852;0.0;0.07635146163274635;0.0;0.0675171468206046;0.06206261774415747;0.0;0.04944536167657329;0.24247542981045034;0.0;0.0;0.2229906829862108;0.04882663939968755;0.05986443267943538;0.07382849285063744;0.1946501682496028;0.0;0.27490957082657774;0.0
GO:0006366;0.0;0.028644630918890454;0.0;0.0;0.452989553612006;0.0;1.0;0.0;0.035110193293808815;0.023987756031928202;0.0;0.03061255482574987;0.03211309448110751;0.0;0.03470885244727532;0.05006456100937286;0.04869443280532809;0.03396699170949397;0.03929934010415258;0.0;0.029802620887177462;0.0;0.0;0.040370136187632154;0.4644116399983225;0.0;0.0;0.03239410004747184;0.0;0.0;0.0;0.0;0.03949960407434044
GO:0007595;0.30660546611287715;0.056382189997042496;0.06599338933810982;0.06347175887247693;0.0;0.05066819008535824;0.0;1.0;0.06594795251782953;0.048904029456705654;0.07357820653409299;0.0;0.0;0.06402935144287993;0.06537971395594061;0.0;0.08344531333843815;0.0;0.0716921089400011;0.06476335219065517;0.0;0.264750175162092;0.0524076594441966;0.0;0.0;0.047588838974717544;0.048904029456705654;0.06203817242373816;0.08001915085362568;0.0764111294675028;0.0;0.060707781762092426;0.0
GO:0038096;0.09791537651897508;0.21304729566758973;0.29880597505143747;0.0703565054856016;0.03286283973325977;0.17243654461094252;0.035110193293808815;0.06594795251782953;1.0;0.16594308359169674;0.08299258508890142;0.026161326218880628;0.027249462890578596;0.09254771592571609;0.7739452778275641;0.039166175911087946;0.3304069107455432;0.028572757408045203;0.2780864626164389;0.2926188277305885;0.02556752109258495;0.0638913610625546;0.3908340346769042;0.03297194780967055;0.03353701605239357;0.4075084078205873;0.060635977711982265;0.38375182696741844;0.11891173002925162;0.27174516227828827;0.0;0.2101318398655739;0.03238894157460813
GO:0000432;0.07007896079502186;0.06065020204840553;0.06894099713536478;0.051287136684715885;0.022917023668722024;0.1336243499179673;0.023987756031928202;0.048904029456705654;0.16594308359169674;1.0;0.0576900590691266;0.019443700530977902;0.020038414336241286;0.2138444391635039;0.16479435472114617;0.025814171192790808;0.08283331419665965;0.02074492990589434;0.07363471323483578;0.05975930878539634;0.01911377124220526;0.04776391325856697;0.05707594597774237;0.022970029906513176;0.023242854109205263;0.05262136121035541;0.04738963936284801;0.06558777375215778;0.0802161552097469;0.20656216441591632;0.3871805119486195;0.17197140384489312;0.022685555746831114
