;GO:0008360;GO:0016601;GO:0035023;GO:0032092;GO:0008380;GO:1904778;GO:0006366;GO:0007595;GO:0038096;GO:0000432;GO:0043547;GO:0030866;GO:0000281;GO:0048024;GO:0050852;GO:0065003;GO:0007186;GO:0031032;GO:0007264;GO:0050728;GO:0006376;GO:0043114;GO:0002692;GO:0000226;GO:0006397;GO:0043314;GO:0060313;GO:0048010;GO:0043066;GO:0043065;GO:0032496;GO:0050766;GO:0030036
GO:0008360;1.0;0.49862586884707033;0.4697292838258648;0.3041913437929114;0.0;0.3576114861947527;0.0;0.3646292421476873;0.30557771943762135;0.16721202194300838;0.27597475244422914;0.0;0.0;0.3960598252876785;0.33619188553388246;0.0;0.56059228975495;0.0;0.5377259021832005;0.3541451061180831;0.0;0.40321195523954523;0.3576738299582825;0.0;0.0;0.23771608435487146;0.5067017631793351;0.4968882501789804;0.46826531237986224;0.4682416500753168;0.0;0.47825911935148024;0.0
GO:0016601;0.49862586884707033;1.0;0.4597159913705003;0.29611322548836794;0.1955223737810819;0.34999284905908173;0.1379631035667364;0.2668096753834229;0.4369426665469878;0.21006109564612305;0.2693093505918186;0.27549469302351687;0.3198511029887626;0.38891720438083477;0.4800456252960359;0.30923502167196887;0.7923469001970782;0.2860496688746137;0.9234921124517824;0.34667190701736283;0.26365349842376906;0.29429662046397964;0.3518384370702604;0.2974285731226731;0.19014396294643204;0.23512431845529938;0.34865611476414365;0.7043348287511325;0.4583136769140502;0.45829100964677233;0.0;0.4025766438049329;0.29772877872205566
GO:0035023;0.4697292838258648;0.4597159913705003;1.0;0.2765718236002925;0.0;0.3312185019178052;0.0;0.2508402676943686;0.34194002676757435;0.16259698240665857;0.2530484324955783;0.0;0.0;0.37111046369162404;0.3743477337124986;0.0;0.5118828488489784;0.0;0.4927497008581801;0.40452579865518035;0.0;0.2749864317187595;0.3372012850584344;0.0;0.0;0.26894845802214434;0.33002108632008964;0.4582385774060492;0.43378567865628337;0.43376537262272846;0.0;0.38352776311297937;0.0
GO:0032092;0.3041913437929114;0.29611322548836794;0.2765718236002925;1.0;0.0;0.27637670134890946;0.0;0.3167914594474997;0.1716008880188918;0.09037711529579363;0.5261511308713307;0.0;0.0;0.2282297626727132;0.19043502761186398;0.0;0.3391738758082347;0.0;0.32309668104095735;0.273330407818537;0.0;0.3563038806207988;0.20384778025689582;0.0;0.0;0.13098820461662228;0.27514938223397095;0.2949286530820082;0.2755906827785388;0.2755748314747047;0.0;0.23737073728232608;0.0
GO:0008380;0.0;0.1955223737810819;0.0;0.0;1.0;0.0;0.6817917564502551;0.0;0.1334231690845197;0.07947400071086871;0.0;0.2045330311692945;0.22800822983962413;0.0;0.14419485581788083;0.22256159256368127;0.21285672089009397;0.21029396410684192;0.2065895102654569;0.0;0.19793322915610112;0.0;0.0;0.21637979410775224;0.934481042876899;0.0;0.0;0.19501993219643127;0.0;0.0;0.0;0.0;0.21653863685380603
GO:1904778;0.3576114861947527;0.34999284905908173;0.3312185019178052;0.27637670134890946;0.0;1.0;0.0;0.25067975331265396;0.2760062420825692;0.1545059153984902;0.2528850805559918;0.0;0.0;0.2825683539363115;0.3021540326652769;0.0;0.3896819185474253;0.0;0.37512586151529226;0.3280562038030355;0.0;0.2747935392731814;0.3130383832047696;0.0;0.0;0.2121530838141543;0.32983248980454205;0.34886873812845215;0.3302627741581449;0.4120331262835669;0.0;0.42834184659259755;0.0
GO:0006366;0.0;0.1379631035667364;0.0;0.0;0.6817917564502551;0.0;1.0;0.0;0.10385552512299416;0.06795074587722766;0.0;0.14238936508613625;0.15338323913786517;0.0;0.11026731217502408;0.15089900800316924;0.14637416995682184;0.14515771013163656;0.1433830021929333;0.0;0.1391591018594341;0.0;0.0;0.14803160490196907;0.6703920578723599;0.0;0.0;0.1377127537760647;0.0;0.0;0.0;0.0;0.1481059311453816
GO:0007595;0.3646292421476873;0.2668096753834229;0.2508402676943686;0.3167914594474997;0.0;0.25067975331265396;0.0;1.0;0.16133250040259506;0.08744582772375135;0.2863060308262663;0.0;0.0;0.21041765493248543;0.17787143351055296;0.0;0.30127344811758033;0.0;0.28852099708862466;0.24817103030887522;0.0;0.41980410025295445;0.18951868163211272;0.0;0.0;0.12491913636953003;0.249669634380381;0.26584757339011983;0.2500329334887894;0.2500198858273836;0.0;0.21816328748921388;0.0
GO:0038096;0.30557771943762135;0.4369426665469878;0.34194002676757435;0.1716008880188918;0.1334231690845197;0.2760062420825692;0.10385552512299416;0.16133250040259506;1.0;0.1994374674729604;0.1622430814921431;0.16638160123626622;0.18159034535085775;0.26053746498148683;0.8617225528312216;0.17811874211268525;0.46821735856062685;0.17017388450014612;0.4570239452879099;0.270991351114285;0.16198783996253155;0.17098923414708095;0.28225096791682186;0.17413721988774888;0.13089658053248243;0.2704923132482229;0.22068606228129276;0.48581916536434494;0.28994836162323895;0.3446382005474771;0.0;0.31689246388131137;0.17424008188624387
GO:0000432;0.16721202194300838;0.21006109564612305;0.16259698240665857;0.09037711529579363;0.07947400071086871;0.1545059153984902;0.06795074587722766;0.08744582772375135;0.1994374674729604;1.0;0.08771265604936225;0.09010582903279638;0.09438697724892284;0.38229055011822505;0.20793287130955293;0.0934403602633031;0.2180828452623707;0.09120656086031512;0.21526989680041983;0.1234192012562891;0.08880139708151127;0.0902071669468159;0.146689227175518;0.09233287292121455;0.07857064177032774;0.12153638349093564;0.12366976456222148;0.20981693560377976;0.16242121100814905;0.22291337248306753;0.13151013416255602;0.21249131200702817;0.09236178397664122
